citric acid,fixed acidity,residual sugar,pH,alcohol,quality
0,5,1.2,4.01,12.5,6
0.42,9.1,1.8,3.18,11.4,5
0.39,9.1,1.8,3.18,11,7
0.24,6.7,1.7,3.39,10.6,6
0.24,6.7,1.7,3.39,10.6,6
0.24,6.7,1.7,3.39,10.6,6
0.24,6.7,1.7,3.39,10.6,6
0.11,6.5,1.8,3.34,9.3,5
0.26,7.4,2.1,3.29,9.8,6
0.26,7.4,2.1,3.29,9.8,6
0.26,7.8,3.8,3.26,9.2,5
0.1,8.4,1.7,3.09,9.7,6
0.22,9.1,2.2,3.18,9.6,5
0,7.2,2,3.39,10,5
0.02,6.6,2.4,3.38,12.6,6
0,6,1.4,3.36,9.5,5
0,6,1.4,3.36,9.5,5
0,6,1.4,3.36,9.5,5
0.02,7.5,1.7,3.36,10.5,6
0.02,7.5,1.7,3.36,10.5,6
0.02,7.5,1.7,3.36,10.5,6
0.02,7.6,1.7,3.37,10.4,6
0.02,7.5,1.7,3.36,10.5,6
0.48,11.5,2.6,3.09,11,5
0.24,8.2,2.3,3.25,10.2,6
0.01,6.1,2.1,3.52,11.4,5
0.03,7.2,1.8,3.34,9.5,5
0.03,7.2,1.8,3.34,9.5,5
0,6.9,2.8,3.41,10.8,5
0.29,9,2,3.34,10,5
0.01,7.2,2.3,3.32,11.8,6
0.03,7.6,1.9,3.37,10.3,5
0.03,7.6,1.9,3.37,10.3,5
0.03,7.2,2.3,3.35,10,5
0.25,6.1,1.8,3.36,10.1,5
0.25,6.1,1.8,3.36,10.1,5
0.24,7.3,2.5,3.6,11.1,6
0.17,7.4,5.4,3.28,9.5,5
0.4,11.6,1.4,3.07,10.0333333333,6
0.31,9.2,2.3,3.24,10.9,5
0.14,8.3,2.5,3.36,10.1,5
0.4,11.6,1.4,3.07,10.0333333333,6
0.27,8,2,3.29,9.8,4
0.02,7.2,1.9,3.46,11.8,6
0.09,7.8,2.2,3.18,9.5,5
0.08,7.3,1.7,3.24,9.8,5
0.3,6.9,2.2,3.25,10.5,6
0.32,8,2.1,3.27,9.8,6
0,6.6,1.6,3.33,10.4,4
0.51,8.7,1.7,3,9.2,5
0.56,7.5,3.1,3.21,11.6,6
0.51,8.7,1.7,3,9.2,5
0.27,7.7,3.8,3.24,9.3,5
0,6.8,1.2,3.32,9.8,3
0.26,7.2,2,3.26,9.9,5
0.2,8.2,1.4,3.11,10,5
0.26,5.2,2.3,3.71,12.2,6
0.15,7.2,2,3.29,9.9,6
0.02,7.5,2.6,3.36,10.8,6
0.02,7.5,2.6,3.36,10.8,6
0.09,6.8,1.8,3.38,9.6,5
0.22,8,2.1,3.3,9.9,5
0.22,8,2.1,3.3,9.9,5
0.15,7.1,1.8,3.19,9.5,5
0.25,8,3.4,3.19,9.2,5
0.07,7.4,1.8,3.3,9.6,5
0.07,7.4,1.8,3.3,9.6,5
0.31,6.6,6.1,3.35,10.3,5
0.02,6.7,2.2,3.1,9.7,5
0,6,2.3,3.58,12.5,6
0.22,8,2.4,3.37,11,5
0.06,7.1,1.3,3.17,9.8,5
0.25,8,2,3.3,10.2,5
0.14,6.4,3.9,3.32,9.2,5
0.1,8.6,1.6,3.31,9.55,6
0.1,8.7,1.6,3.31,9.55,5
0.26,7.3,2,3.28,9.9,5
0.12,7,2.2,3.52,10.2,7
0,7.2,2.2,3.42,11.1,6
0.21,7.9,2.1,3.25,9.9,5
0.21,7.9,2.1,3.25,9.9,5
0.42,7.6,2,3.44,11.9,6
0.33,7.2,1.7,3.23,10,8
0.39,8,2.6,3.43,10.7,6
0.3,7.7,2,3.28,11.3,7
0.34,8.2,5.1,3.22,10.9,6
0,6,2.1,3.54,10.7,6
0.36,8.1,2.2,3.27,12.4,7
0,6,2.1,3.54,10.7,6
0,6.6,1.8,3.5,11.9,6
0.4,6.4,2.4,3.56,10.6,6
0.34,8.2,5.1,3.22,10.9,6
0.25,9.9,2,3.04,10.1,5
0.59,10,2.2,3.2,9.6,5
0,6.2,1.6,3.56,9.4,5
0.59,10,2.2,3.2,9.6,5
0.33,7.3,2.5,3.35,12.1,7
0.01,7.8,1.6,3.16,9.8,5
0.21,7.7,2.2,3.27,9.9,5
0.01,7.8,1.6,3.16,9.8,5
0.18,7.5,1.6,3.34,9.4,5
0,7,2.1,3.39,11.4,6
0.09,6.4,3.9,3.5,11,4
0.37,8.3,1.4,3.26,9.6,6
0.37,8.3,1.4,3.26,9.6,6
0.37,7.7,1.8,3.41,12.1,6
0.33,7.6,2.5,3.3,11.2,5
0,7.8,1.9,3.31,11,5
0.4,7.9,2.2,3.33,11.3,5
0.24,7.4,1.8,3.37,10.4,5
0.31,7.6,2.1,3.26,9.9,6
0,5.9,1.6,3.48,11.7,6
0.16,6.1,1.8,3.42,10.1,7
0.37,10.2,15.4,3.18,9,6
0.37,10.2,15.4,3.18,9,6
0.38,10,1.6,3.15,8.5,5
0.29,6.8,4.8,3.53,11.1,5
0,7,1.7,3.41,10.3,5
0.02,7.3,2.2,3.32,11.0666666667,6
0.32,7.2,2,3.23,11.3,7
0.19,7.4,5.2,3.16,9.5666666667,6
0.02,6.9,1.9,3.4,9.8,5
0.2,6.9,1.75,3.38,11.7,5
0.02,7.3,2.2,3.32,11.1,6
0.19,7.4,5.2,3.16,9.6,6
0.02,6.9,1.9,3.4,9.8,5
0,6.8,1.9,3.4,9.7,5
0.01,6.9,1.9,3.4,9.7,5
0.31,7.2,2,3.23,11.3,8
0.32,7.2,2,3.23,11.3,7
0.44,7.8,2.7,3.33,11,7
0.02,6.6,2,3.35,11.6,7
0.33,7.6,1.9,3.41,9,5
0.63,11.7,2.2,3.21,10.9,6
0,6.5,1.6,3.5,10.9,6
0.06,6,1.8,3.3,10.55,6
0.33,7.6,1.9,3.41,9,5
0.4,8.4,1.7,3.39,10.5,5
0.35,7.9,1.7,3.32,11.9,7
0.09,6.4,2.3,3.41,10.4,6
0,6.2,2.1,3.59,10,4
0.03,6.8,2.3,3.36,10.4,6
0.01,6.9,2.4,3.34,10.8,6
0.1,6.8,1.7,3.41,9.7,5
0.1,6.8,1.7,3.41,9.7,5
0.32,7.3,2.1,3.3,10,7
0.08,6.7,2.3,3.52,11,4
0.32,7.3,2.1,3.3,10,7
0.05,7.3,2.1,3.31,9.7,3
0.11,10,1.4,2.88,9.7,5
0.08,6.7,3.75,3.43,12.6,5
0.6,7.6,2.6,3.38,11.1,6
0.08,6.1,1.8,3.38,11,5
0.5,9.9,13.8,3.16,8.8,5
0.11,5.3,2.2,3.54,13.5666666667,7
0.5,9.9,13.8,3.16,8.8,5
0.11,5.3,2.2,3.54,13.6,7
0.05,7.1,5.7,3.4,10.2,3
0.6,8.2,3,3.39,10.6,5
0.03,5.6,1.5,3.66,10.1,4
0.6,8.2,3,3.39,10.6,5
0.54,7.2,2.1,3.33,10.3,4
0.44,8.1,1.5,3.35,10.7,5
0.06,6.8,2,3.53,10.9,4
0.16,7,2.1,3.37,9.7,5
0.21,6.8,2.1,3.38,10.3,5
0.05,6,1.9,3.52,10.6,5
0.04,5.6,1.7,3.72,11.4,5
0.1,6.2,2.1,3.44,10.8,6
0.49,7.1,1.8,3.39,12.4,6
0.04,5.6,1.7,3.72,11.4,5
0.06,6.2,1.6,3.57,11.95,5
0.26,7.7,1.9,3.26,9.7,5
0.09,6.4,1.4,3.42,10,7
0.02,7,1.9,3.35,10.6,6
0.26,7.7,1.9,3.26,9.7,5
0.03,6.9,2.3,3.45,11.5,6
0.04,6.6,2.3,3.53,10.8,6
0.03,6.9,2.3,3.45,11.5,6
0.04,7.5,1.5,3.26,9.6,5
0.29,7.8,4.3,3.16,9.4,5
0.18,7.3,2.4,3.31,9.8,5
0.39,6.2,2.5,3.51,11,6
0.57,7.5,2.3,3.36,11.4,6
0.02,6.7,1.8,3.55,9.95,3
0.05,6.8,2,3.51,10.8,6
0.57,7.5,2.3,3.36,11.4,6
0.6,7.1,2.1,3.38,10.6,6
0.4,7.9,1.8,3.28,11.1,5
0.21,6.4,2.2,3.47,9.7,6
0.04,7.1,2.1,3.44,9.8,5
0.04,6.4,2.2,3.53,10.4,6
0.15,6.4,1.8,3.33,10.5,6
0.21,6.9,4.1,3.53,9.2333333333,6
0.21,6.9,4.1,3.53,9.25,6
0.25,6.1,2.3,3.42,10.6,5
0.06,6.5,2,3.38,10.3,6
0.46,7.4,2.2,3.32,10.5,5
0.08,6.6,2.6,3.44,10.2,5
0.06,6.5,2,3.38,10.3,6
0.2,6.9,1.9,3.39,9.05,4
0.25,6.1,2.3,3.42,10.6,5
0.25,6.8,2,3.34,10.4,5
0.19,6,2,3.39,10,6
0.08,6.7,2.1,3.33,9.7,5
0.08,6.8,2.2,3.3,9.6,6
0.07,7.1,1.7,3.29,10.8,6
0.49,7.9,2.2,3.31,10.1,6
0.08,7.1,2.1,3.42,10.2,6
0.09,6.6,2.2,3.42,11.3,6
0.1,6.1,2.8,3.6,10.2,5
0.13,7.2,2,3.21,9.9,6
0.3,8,1.9,3.39,9,5
0.14,6.6,2.4,3.42,11.7,7
0.13,7,2.2,3.36,9.7,6
0.08,6.1,1.9,3.6,10.3,6
0.08,5.4,1.9,3.5,10.2,6
0.09,6.2,2.5,3.57,12,5
0.32,7.2,1.8,3.46,9.9,5
0.08,6.2,4.4,3.56,11.6,6
0.29,7.4,2.2,3.4,10.9,7
0.02,6.7,1.9,3.3,10.75,6
0.42,11.1,2.2,3.25,10.4,6
0.43,8.4,2.3,3.17,11.2,7
0.33,6.5,1.8,3.36,10.1,6
0.02,7,2,3.36,10.2,5
0.1,6.3,1.6,3.55,12.1,5
0.5,11.2,2,3.1,10.4,5
0.3,7.4,1.8,3.24,11.4,8
0,7.1,2.3,3.45,9.5,5
0,7.1,2.3,3.44,9.4,5
0.01,6.3,3.7,3.51,11.3,6
0,7.3,2.2,3.41,9.4,5
0.02,6.6,2.4,3.54,11,6
0.17,7,1.7,3.44,10.55,7
0.04,6.6,2.2,3.53,9.9,5
0.02,6.6,2.4,3.54,11,6
0.33,6.9,6.7,3.22,9.5,5
0.26,7.8,2,3.21,9.9,5
0.26,7.8,2,3.21,9.9,5
0.26,7.8,2,3.21,9.9,5
0.13,7.2,2,3.29,10.1,5
0.13,7.2,2,3.29,10.1,5
0.13,7.2,2,3.29,10.1,5
0.02,6.7,1.9,3.39,10.9,6
0.64,6.7,2.1,3.34,11.2,6
0.13,7.2,2,3.29,10.1,5
0.13,7,1.6,3.34,9.2,5
0.14,6.2,1.9,3.48,11.5,6
0.53,6.4,2.2,3.37,12.4,6
0.14,6.4,2.2,3.44,11.1,6
0.32,7.3,2.2,3.33,9.5,5
0.2,6,2.4,3.58,12.5,6
0.78,5.6,13.9,3.39,10.5,6
0.4,7.5,2.2,3.26,11.8,6
0.63,8,1.6,3.3,10.8,6
0.15,6.2,5.1,3.54,11.9,6
0.15,6.8,1.8,3.42,11.3,6
0.09,6.2,1.7,3.54,11.3,5
0.33,7.4,2.4,3.36,11.9,6
0.09,6.2,1.7,3.54,11.3,5
0.1,6.1,2.6,3.57,11.9,5
0.29,6.2,2.1,3.33,9.8,5
0.44,6.7,2.4,3.29,11.6,7
0.44,7.2,2.6,3.3,11.5,6
0.41,7.5,2.4,3.34,11.4,6
0.11,5.8,1.8,3.55,10.9,6
0.33,7.2,2.5,3.27,12.8,6
0.2,6.6,7.8,3.29,9.2,5
0.15,6.3,1.8,3.32,11.6,6
0.09,5.4,1.7,3.67,11.6,6
0.13,6.3,2.3,3.42,11,6
0.08,6.8,1.9,3.42,9.5,6
0.08,6.2,2,3.45,10.5,5
0.1,5.9,2.2,3.52,11.2,6
0.13,6.3,2.3,3.42,11,6
0.12,5.9,2,3.57,10.2,5
0.47,6,3.6,3.39,11,6
